,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth,Growth
Time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
Cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,-25.0,,,,,,,,,,,,,
200527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56.0,75.0,-28.0,65.0,-8.0,78.0,-41.0,-43.0,168.0,-113.0,-18.0,-27.0,37.0,16.0,44.0
200529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,182.0,52.0,-185.0,101.0,,,,,,,,,,
200531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-48.0,35.0,-15.0,-9.0,32.0,-6.0,91.0,21.0,23.0,49.0,61.0,8.0,1.0,15.0,19.0
200532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,25.0,37.0,28.0,45.0,-141.0,-4.0,161.0,67.0,29.0,58.0,-56.0,101.0,-72.0,-28.0
200534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-53.0,22.0,-8.0,27.0,46.0,121.0,5.0,-38.0,-38.0,-43.0,17.0,14.0,-24.0,34.0,-43.0
200537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,102.0,40.0,-16.0,66.0,60.0,-91.0,22.0,-16.0,50.0,-43.0,-31.0,96.0,-21.0
200538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0,53.0,-33.0,53.0,-155.0,155.0,119.0,11.0,17.0,-2.0,-10.0,-12.0,-49.0,-9.0
200539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,-11.0,10.0,85.0,-96.0,5.0,79.0,-68.0,36.0,132.0,-1.0,-21.0,43.0
200540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-23.0,,,,,,,,,,,,,
200543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,-105.0,64.0,99.0,-33.0,-30.0,4.0,65.0,54.0,49.0,-4.0,6.0,39.0,20.0
200544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,-130.0,30.0,-33.0,14.0,-13.0,-1.0,6.0,0.0,30.0,144.0,85.0,14.0,-54.0
200547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,11.0,-18.0,22.0,29.0,-33.0,-13.0,-42.0,14.0,9.0,165.0,-36.0,-34.0,45.0
200548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,-42.0,16.0,-42.0,118.0,68.0,17.0,29.0,28.0,0.0,-65.0,94.0,44.0,-23.0
200550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.0,68.0,59.0,121.0,48.0,-13.0,-39.0,-38.0,10.0,-14.0,-16.0,76.0,-28.0
200551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,11.0,49.0,30.0,19.0,50.0,31.0,-28.0,-35.0,-5.0,58.0,-11.0,-11.0
200552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0,-5.0,53.0,41.0,174.0,-117.0,23.0,50.0,67.0,8.0,-37.0,5.0,-10.0
200554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,0.0,-12.0,-2.0,6.0,33.0,115.0,-89.0,37.0,19.0,-28.0,25.0,-42.0
200560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-112.0,0.0,-18.0,29.0,25.0,64.0,-60.0,38.0,8.0,-32.0,-21.0,157.0,-205.0
200569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,-139.0,35.0,55.0,-13.0,-94.0,0.0,47.0,-16.0,73.0,-24.0
200579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-52.0,,,,,,,,,,
200581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,-74.0,48.0,-19.0,65.0,24.0,-14.0,-12.0,50.0,-99.0
200586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,-29.0,21.0,83.0,8.0,-61.0,-51.0,59.0,67.0,35.0,75.0
200589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,-61.0,-116.0,9.0,49.0,15.0,-27.0,73.0,25.0,16.0,-116.0
200593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.0,39.0,-86.0,45.0,-3.0,-41.0,230.0,-8.0,26.0,11.0,-208.0
200598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,31.0,-38.0,-60.0,-34.0,-65.0,106.0,8.0,121.0,-83.0,55.0
200601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,-22.0,33.0,-19.0,22.0,-26.0,25.0,27.0,42.0,6.0
200607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,212.0,31.0,-14.0,14.0,22.0,18.0,-10.0,2.0
200609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,-70.0,-11.0,14.0,43.0,53.0,60.0,32.0,18.0,-39.0
200610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,-66.0,43.0,46.0,-50.0,-38.0,74.0,26.0,62.0,62.0
200612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.0,22.0,19.0,16.0,-53.0,-9.0,5.0,18.0,33.0,-4.0
200614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,123.0,-15.0,3.0,-141.0,187.0,27.0,24.0,-12.0,-20.0
200615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,-84.0,40.0,60.0,-93.0,-3.0,-167.0,-118.0,120.0,-94.0
200620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,-92.0,22.0,72.0,-9.0,24.0,25.0,158.0,-9.0,24.0
200624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,-102.0,86.0,17.0,18.0,-1.0,22.0,23.0,42.0,-89.0
200625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,54.0,47.0,13.0,74.0,-205.0,81.0,42.0,52.0,13.0
200626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,47.0,17.0,44.0,59.0,10.0,37.0,37.0
200627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,123.0,38.0,64.0,21.0,17.0,19.0,19.0
200629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,45.0,107.0,35.0,24.0,66.0,16.0,82.0
200631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,27.0,42.0,-83.0,81.0,-19.0,-9.0,-32.0
200632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,-37.0,25.0,-1.0,-17.0,9.0,66.0,3.0
200633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,50.0,51.0,283.0,-47.0,68.0,-71.0,3.0
200634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0,-18.0,45.0,-2.0,-29.0,37.0,20.0,0.0
200635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,49.0,-95.0,-3.0,55.0,32.0,102.0,-97.0
200636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.0,-42.0,42.0,6.0,30.0,-8.0,43.0,34.0
200637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.0,47.0,38.0,107.0,-8.0,-80.0,34.0,-72.0
200638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,-25.0,13.0,-22.0,-11.0,-21.0,148.0,-61.0
200639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0,-144.0,161.0,21.0,33.0,-51.0,40.0
200642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,6.0,-40.0,57.0,3.0,-127.0,-26.0
200643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,9.0,-84.0,-1.0,38.0,-17.0,141.0
200649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,41.0,48.0,-5.0,24.0,60.0,-31.0
200655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,27.0,139.0,7.0,32.0,-169.0,-13.0
200658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,5.0,16.0,27.0,91.0,-57.0,40.0
200659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,32.0,22.0,51.0,6.0,-33.0,17.0
200661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,66.0,-120.0,-9.0,92.0,58.0,68.0
200664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,-8.0,45.0,17.0,-8.0,33.0,-48.0
200668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,40.0,2.0,38.0,15.0,-30.0
200671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,-13.0,66.0,18.0,44.0,-179.0
200672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,71.0,124.0,-4.0,-9.0,-3.0
200673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,32.0,78.0,4.0,21.0,-39.0
200674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,-55.0,94.0,46.0,-51.0,21.0
200675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.0,20.0,0.0,-23.0,7.0,36.0
200676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,-29.0,43.0,29.0,141.0,42.0
200677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.0,30.0,-16.0,13.0,32.0,-11.0
200678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.0,49.0,29.0,-33.0,79.0,25.0
200679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,24.0,-100.0,32.0,23.0,-64.0
200683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,-166.0,33.0,48.0,-32.0,-40.0
200684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,-51.0,73.0,-72.0,49.0,25.0
200685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-15.0,19.0,284.0,52.0,-10.0,-109.0
200690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20.0,34.0,21.0,16.0,4.0,-14.0
200691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-35.0,-30.0,5.0,36.0,43.0,8.0
200692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,-51.0,-28.0,64.0,3.0,-63.0
200693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,-45.0,-9.0,87.0,-46.0,
200695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,36.0,-74.0,5.0,97.0
200700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,10.0,51.0,-45.0,0.0
200701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,53.0,13.0,-29.0,31.0
200702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.0,-105.0,28.0,-20.0,11.0
200703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.0,-6.0,-24.0,81.0,-23.0
200705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-47.0,88.0,90.0,105.0,25.0
200708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,8.0,-73.0,2.0,28.0
200709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,-27.0,-5.0,15.0,-13.0
200710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,-52.0,25.0,250.0,-92.0
200711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,-80.0,138.0,125.0,40.0
200713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-165.0,0.0,9.0,89.0,-24.0
200714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.0,181.0,116.0,-35.0,-5.0
200715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.0,45.0,104.0,-89.0,-8.0
200717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,43.0,-10.0,61.0,-68.0
200720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,115.0,7.0
200721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,33.0,7.0
200722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0,3.0,46.0
200723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,-1.0,5.0
200727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-90.0,80.0,34.0
200733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.0,43.0,-38.0
200754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,-10.0,80.0
200760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,-12.0,13.0
200769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,-6.0
200770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.0
200772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,5.0
200773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-67.0,45.0
200774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-65.0,-26.0
200775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-85.0,1.0
200776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,-112.0
200777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,3.0
200779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,-107.0
200780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,-160.0
200781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.0,52.0
200788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0
200789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.0
200790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0
200792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-30.0
200794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.0
200795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-136.0
200797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-76.0
200798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0
210009,-16.0,11.0,-24.0,45.0,-78.0,-297.0,18.0,19.0,58.0,34.0,29.0,31.0,-8.0,-9.0,34.0,-17.0,52.0,-13.0,15.0,36.0,27.0,-30.0,-26.0,-62.0,80.0,7.0,42.0,-75.0,105.0,9.0,-32.0,0.0,8.0,-14.0,18.0,-56.0,30.0,34.0,-16.0,-14.0,44.0,-26.0,-24.0,18.0,8.0,-14.0,-34.0,91.0,-62.0,5.0,15.0,64.0,-55.0,-4.0,20.0,-20.0,17.0,-18.0,4.0,5.0
210010,220.0,-86.0,-246.0,278.0,27.0,180.0,15.0,5.0,-83.0,30.0,2.0,-389.0,245.0,37.0,33.0,88.0,-91.0,-87.0,-57.0,85.0,-16.0,93.0,58.0,-59.0,-91.0,-137.0,-17.0,15.0,24.0,27.0,-25.0,-60.0,75.0,14.0,-2.0,20.0,15.0,-40.0,32.0,24.0,11.0,69.0,-15.0,18.0,0.0,39.0,-170.0,-26.0,11.0,54.0,4.0,-76.0,-116.0,53.0,39.0,19.0,33.0,39.0,-6.0,-66.0
210011,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210014,27.0,-20.0,28.0,-65.0,165.0,-69.0,29.0,-1.0,15.0,-8.0,5.0,106.0,-89.0,24.0,13.0,-9.0,48.0,-10.0,3.0,-34.0,-8.0,11.0,22.0,-5.0,-4.0,-10.0,20.0,0.0,-27.0,15.0,27.0,-34.0,-40.0,-55.0,42.0,20.0,49.0,-12.0,-103.0,-153.0,65.0,38.0,41.0,,,,,,,,,,,,,,,,,
210015,-78.0,8.0,-10.0,-6.0,26.0,11.0,7.0,12.0,-21.0,-7.0,-9.0,1.0,50.0,-40.0,18.0,0.0,-33.0,23.0,-3.0,28.0,-3.0,-29.0,59.0,-31.0,14.0,-19.0,12.0,-46.0,47.0,28.0,-6.0,-99.0,48.0,-51.0,65.0,30.0,-43.0,-152.0,-53.0,-27.0,17.0,4.0,17.0,77.0,-14.0,47.0,-69.0,-13.0,30.0,-6.0,41.0,-40.0,59.0,-67.0,11.0,-44.0,49.0,-45.0,-15.0,-124.0
210026,-209.0,-70.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210032,14.0,7.0,1.0,69.0,-55.0,-10.0,54.0,65.0,-32.0,13.0,19.0,73.0,-26.0,46.0,9.0,-14.0,23.0,27.0,-65.0,-12.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210038,272.0,43.0,-228.0,262.0,-208.0,208.0,-363.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210040,205.0,23.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210047,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210048,29.0,-3.0,44.0,-225.0,33.0,13.0,44.0,45.0,36.0,-250.0,297.0,57.0,-38.0,205.0,-60.0,34.0,-40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210059,-187.0,,-24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210060,,,,156.0,-166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210061,,,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210071,,,,,,,135.0,279.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210074,,,,,,,-57.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210077,,,,,,,,69.0,-32.0,-22.0,-1.0,-78.0,58.0,25.0,-8.0,175.0,43.0,6.0,-140.0,33.0,15.0,28.0,61.0,-46.0,0.0,61.0,49.0,-5.0,31.0,-25.0,28.0,-168.0,60.0,-13.0,-51.0,70.0,21.0,-33.0,61.0,-18.0,29.0,-40.0,77.0,-20.0,97.0,7.0,9.0,66.0,-168.0,26.0,-1.0,56.0,-64.0,-15.0,5.0,52.0,-4.0,31.0,33.0,-9.0
210083,,,,,,,,,,,-46.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210092,,,,,,,,,,,,,-67.0,4.0,-1.0,13.0,100.0,0.0,65.0,39.0,9.0,8.0,113.0,1.0,-26.0,-33.0,4.0,52.0,63.0,-14.0,59.0,26.0,-42.0,-35.0,10.0,28.0,-42.0,-100.0,56.0,-52.0,65.0,-43.0,0.0,7.0,-200.0,-19.0,-99.0,-5.0,115.0,24.0,60.0,-86.0,-47.0,53.0,61.0,21.0,43.0,108.0,39.0,4.0
210096,,,,,,,,,,,,,,,284.0,66.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210101,,,,,,,,,,,,,,,,59.0,-1.0,65.0,15.0,-237.0,178.0,49.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210103,,,,,,,,,,,,,,,,37.0,-42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210104,,,,,,,,,,,,,,,,16.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210107,,,,,,,,,,,,,,,,,,218.0,-210.0,32.0,-21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210114,,,,,,,,,,,,,,,,,,,,49.0,147.0,-38.0,151.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210115,,,,,,,,,,,,,,,,,,,,112.0,15.0,25.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210121,,,,,,,,,,,,,,,,,,,,,,187.0,-18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210133,,,,,,,,,,,,,,,,,,,,,,19.0,100.0,138.0,-32.0,46.0,-39.0,58.0,-91.0,24.0,-32.0,55.0,-43.0,9.0,78.0,20.0,-1.0,152.0,-142.0,-12.0,113.0,11.0,-46.0,-36.0,-36.0,-3.0,-24.0,-156.0,-28.0,32.0,-10.0,-105.0,9.0,-61.0,122.0,-101.0,-9.0,-45.0,76.0,28.0
210135,,,,,,,,,,,,,,,,,,,,,,,,-28.0,75.0,-6.0,23.0,2.0,-121.0,45.0,107.0,-62.0,53.0,9.0,49.0,20.0,-6.0,-114.0,210.0,36.0,-21.0,-5.0,6.0,-9.0,-64.0,-31.0,-7.0,52.0,15.0,32.0,37.0,-44.0,-55.0,31.0,-12.0,57.0,25.0,-47.0,34.0,84.0
210137,,,,,,,,,,,,,,,,,,,,,,,,57.0,-60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210138,,,,,,,,,,,,,,,,,,,,,,,,-84.0,-19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
